comunidad,nivel_educativo,ano,miles_parados,miles_activos,tasa_paro
Canarias,FP,2014,29.3,94.5,31.01
Canarias,FP,2015,32.9,110.7,29.72
Canarias,FP,2016,32.4,104.7,30.95
Canarias,FP,2017,24.7,104.5,23.64
Canarias,FP,2018,22.2,109.6,20.26
Canarias,FP,2019,23.6,106.6,22.14
Canarias,FP,2020,22.4,103.0,21.75
Canarias,FP,2021,24.4,115.0,21.22
Canarias,FP,2022,23.1,118.9,19.43
Canarias,FP,2023,21.7,131.2,16.54
Canarias,FP,2024,17.7,126.6,13.98
Canarias,Superior,2014,68.7,319.0,21.54
Canarias,Superior,2015,62.1,317.7,19.55
Canarias,Superior,2016,58.1,346.5,16.77
Canarias,Superior,2017,56.7,353.5,16.04
Canarias,Superior,2018,52.5,372.1,14.11
Canarias,Superior,2019,59.2,405.9,14.58
Canarias,Superior,2020,74.5,417.7,17.84
Canarias,Superior,2021,65.3,420.0,15.55
Canarias,Superior,2022,48.3,438.2,11.02
Canarias,Superior,2023,43.8,422.5,10.37
Canarias,Superior,2024,42.6,441.4,9.65
Cantabria,Analfabetos,2014,,0.2,
Cantabria,Analfabetos,2015,,0.2,
Cantabria,Analfabetos,2016,0.0,0.1,0.0
Cantabria,Analfabetos,2017,0.3,0.5,60.0
Cantabria,Analfabetos,2018,0.1,0.3,33.33
Cantabria,Analfabetos,2019,0.1,0.5,20.0
Cantabria,Analfabetos,2020,0.1,0.5,20.0
Cantabria,Analfabetos,2021,,,
Cantabria,Analfabetos,2022,0.1,0.4,25.0
Cantabria,Analfabetos,2023,,0.0,
Cantabria,Analfabetos,2024,0.0,0.0,
Cantabria,Básica,2014,0.1,0.8,12.5
Cantabria,Básica,2014,0.1,14.8,0.68
Cantabria,Básica,2015,0.4,0.7,57.14
Cantabria,Básica,2015,0.4,9.6,4.17
Cantabria,Básica,2016,,0.7,
Cantabria,Básica,2016,,7.6,
Cantabria,Básica,2017,0.3,1.1,27.27
Cantabria,Básica,2017,0.3,7.4,4.05
Cantabria,Básica,2018,0.1,0.6,16.67
Cantabria,Básica,2018,0.1,7.2,1.39
Cantabria,Básica,2019,0.1,0.9,11.11
Cantabria,Básica,2019,0.1,4.7,2.13
Cantabria,Básica,2020,0.3,1.4,21.43
Cantabria,Básica,2020,0.3,4.2,7.14
Cantabria,Básica,2021,0.2,1.1,18.18
Cantabria,Básica,2021,0.2,4.5,4.44
Cantabria,Básica,2022,,0.6,
Cantabria,Básica,2022,,2.7,
Cantabria,Básica,2023,,0.5,
Cantabria,Básica,2023,,3.5,
Cantabria,Básica,2024,0.2,1.2,16.67
Cantabria,Básica,2024,0.2,3.3,6.06
Cantabria,Básica,2014,4.0,0.8,500.0
Cantabria,Básica,2014,4.0,14.8,27.03
Cantabria,Básica,2015,1.9,0.7,271.43
Cantabria,Básica,2015,1.9,9.6,19.79
Cantabria,Básica,2016,2.1,0.7,300.0
Cantabria,Básica,2016,2.1,7.6,27.63
Cantabria,Básica,2017,1.8,1.1,163.64
Cantabria,Básica,2017,1.8,7.4,24.32
Cantabria,Básica,2018,1.2,0.6,200.0
Cantabria,Básica,2018,1.2,7.2,16.67
Cantabria,Básica,2019,1.0,0.9,111.11
Cantabria,Básica,2019,1.0,4.7,21.28
Cantabria,Básica,2020,1.0,1.4,71.43
Cantabria,Básica,2020,1.0,4.2,23.81
Cantabria,Básica,2021,1.2,1.1,109.09
Cantabria,Básica,2021,1.2,4.5,26.67
Cantabria,Básica,2022,0.7,0.6,116.67
Cantabria,Básica,2022,0.7,2.7,25.93
Cantabria,Básica,2023,0.4,0.5,80.0
Cantabria,Básica,2023,0.4,3.5,11.43
Cantabria,Básica,2024,0.7,1.2,58.33
Cantabria,Básica,2024,0.7,3.3,21.21
Cantabria,ESO,2014,19.6,71.5,27.41
Cantabria,ESO,2015,20.2,79.3,25.47
Cantabria,ESO,2016,14.6,77.9,18.74
Cantabria,ESO,2017,12.4,71.7,17.29
Cantabria,ESO,2018,9.9,66.4,14.91
Cantabria,ESO,2019,10.8,69.9,15.45
Cantabria,ESO,2020,11.9,69.1,17.22
Cantabria,ESO,2021,11.8,69.7,16.93
Cantabria,ESO,2022,9.3,67.7,13.74
Cantabria,ESO,2023,6.2,60.4,10.26
Cantabria,ESO,2024,6.0,63.4,9.46
Cantabria,Otros,2014,7.7,39.9,19.3
Cantabria,Otros,2015,6.4,35.9,17.83
Cantabria,Otros,2016,5.4,33.8,15.98
Cantabria,Otros,2017,5.1,33.4,15.27
Cantabria,Otros,2018,5.0,39.7,12.59
Cantabria,Otros,2019,3.9,38.0,10.26
Cantabria,Otros,2020,3.8,30.7,12.38
Cantabria,Otros,2021,3.5,30.8,11.36
Cantabria,Otros,2022,3.7,34.2,10.82
Cantabria,Otros,2023,3.8,33.3,11.41
Cantabria,Otros,2024,4.0,35.3,11.33
Cantabria,FP,2014,7.4,36.7,20.16
Cantabria,FP,2015,5.3,34.6,15.32
Cantabria,FP,2016,5.3,35.9,14.76
Cantabria,FP,2017,5.5,38.2,14.4
Cantabria,FP,2018,4.0,36.0,11.11
Cantabria,FP,2019,3.7,35.7,10.36
Cantabria,FP,2020,4.4,37.5,11.73
Cantabria,FP,2021,3.9,40.8,9.56
Cantabria,FP,2022,3.4,35.8,9.5
Cantabria,FP,2023,3.1,34.9,8.88
Cantabria,FP,2024,3.1,38.8,7.99
Cantabria,Superior,2014,15.5,116.0,13.36
Cantabria,Superior,2015,14.6,116.5,12.53
Cantabria,Superior,2016,13.7,120.1,11.41
Cantabria,Superior,2017,11.8,121.9,9.68
Cantabria,Superior,2018,8.7,119.5,7.28
Cantabria,Superior,2019,8.3,122.1,6.8
Cantabria,Superior,2020,10.9,123.4,8.83
Cantabria,Superior,2021,10.4,129.1,8.06
Cantabria,Superior,2022,9.2,134.1,6.86
Cantabria,Superior,2023,9.0,144.8,6.22
Cantabria,Superior,2024,8.4,143.9,5.84
Castilla y León,Analfabetos,2014,2.4,3.8,63.16
Castilla y León,Analfabetos,2015,1.8,3.4,52.94
Castilla y León,Analfabetos,2016,1.3,2.7,48.15
Castilla y León,Analfabetos,2017,1.3,2.5,52.0
Castilla y León,Analfabetos,2018,1.6,2.3,69.57
Castilla y León,Analfabetos,2019,0.8,1.4,57.14
Castilla y León,Analfabetos,2020,0.7,1.5,46.67
Castilla y León,Analfabetos,2021,0.3,0.9,33.33
Castilla y León,Analfabetos,2022,0.3,2.6,11.54
Castilla y León,Analfabetos,2023,0.3,2.7,11.11
Castilla y León,Analfabetos,2024,0.4,2.0,20.0
Castilla y León,Básica,2014,3.6,9.3,38.71
Castilla y León,Básica,2014,3.6,76.5,4.71
Castilla y León,Básica,2015,4.2,10.2,41.18
Castilla y León,Básica,2015,4.2,75.8,5.54
Castilla y León,Básica,2016,4.7,10.6,44.34
Castilla y León,Básica,2016,4.7,72.8,6.46
Castilla y León,Básica,2017,2.7,7.8,34.62
Castilla y León,Básica,2017,2.7,62.8,4.3
Castilla y León,Básica,2018,2.5,8.5,29.41
Castilla y León,Básica,2018,2.5,60.1,4.16
Castilla y León,Básica,2019,2.1,5.6,37.5
Castilla y León,Básica,2019,2.1,61.9,3.39
Castilla y León,Básica,2020,1.6,5.4,29.63
Castilla y León,Básica,2020,1.6,52.1,3.07
Castilla y León,Básica,2021,1.0,4.8,20.83
Castilla y León,Básica,2021,1.0,49.4,2.02
Castilla y León,Básica,2022,1.7,5.7,29.82
Castilla y León,Básica,2022,1.7,48.2,3.53
Castilla y León,Básica,2023,1.1,7.1,15.49
Castilla y León,Básica,2023,1.1,48.7,2.26
Castilla y León,Básica,2024,2.3,9.4,24.47
Castilla y León,Básica,2024,2.3,42.1,5.46
Castilla y León,Básica,2014,25.3,9.3,272.04
Castilla y León,Básica,2014,25.3,76.5,33.07
Castilla y León,Básica,2015,23.0,10.2,225.49
Castilla y León,Básica,2015,23.0,75.8,30.34
Castilla y León,Básica,2016,21.7,10.6,204.72
Castilla y León,Básica,2016,21.7,72.8,29.81
Castilla y León,Básica,2017,17.8,7.8,228.21
Castilla y León,Básica,2017,17.8,62.8,28.34
Castilla y León,Básica,2018,14.9,8.5,175.29
Castilla y León,Básica,2018,14.9,60.1,24.79
Castilla y León,Básica,2019,15.4,5.6,275.0
Castilla y León,Básica,2019,15.4,61.9,24.88
Castilla y León,Básica,2020,14.0,5.4,259.26
Castilla y León,Básica,2020,14.0,52.1,26.87
Castilla y León,Básica,2021,13.1,4.8,272.92
Castilla y León,Básica,2021,13.1,49.4,26.52
Castilla y León,Básica,2022,12.2,5.7,214.04
Castilla y León,Básica,2022,12.2,48.2,25.31
Castilla y León,Básica,2023,11.6,7.1,163.38
Castilla y León,Básica,2023,11.6,48.7,23.82
Castilla y León,Básica,2024,9.4,9.4,100.0
Castilla y León,Básica,2024,9.4,42.1,22.33
Castilla y León,ESO,2014,91.0,356.8,25.5
Castilla y León,ESO,2015,80.3,359.0,22.37
Castilla y León,ESO,2016,68.8,352.6,19.51
Castilla y León,ESO,2017,59.9,341.9,17.52
Castilla y León,ESO,2018,48.9,330.1,14.81
Castilla y León,ESO,2019,45.2,323.4,13.98
Castilla y León,ESO,2020,46.5,311.7,14.92
Castilla y León,ESO,2021,44.3,307.4,14.41
Castilla y León,ESO,2022,36.7,306.2,11.99
Castilla y León,ESO,2023,34.4,299.0,11.51
Castilla y León,ESO,2024,38.0,306.4,12.4
Castilla y León,Otros,2014,28.3,153.1,18.48
Castilla y León,Otros,2015,24.5,141.6,17.3
Castilla y León,Otros,2016,21.2,145.9,14.53
Castilla y León,Otros,2017,19.2,148.6,12.92
Castilla y León,Otros,2018,16.4,147.3,11.13
Castilla y León,Otros,2019,14.7,140.2,10.49
Castilla y León,Otros,2020,17.8,141.7,12.56
Castilla y León,Otros,2021,16.3,136.4,11.95
Castilla y León,Otros,2022,14.8,148.7,9.95
Castilla y León,Otros,2023,14.8,142.7,10.37
Castilla y León,Otros,2024,13.9,136.2,10.21
Castilla y León,FP,2014,27.7,132.0,20.98
Castilla y León,FP,2015,23.0,127.7,18.01
Castilla y León,FP,2016,20.3,138.8,14.63
Castilla y León,FP,2017,19.3,136.5,14.14
Castilla y León,FP,2018,14.8,136.7,10.83
Castilla y León,FP,2019,14.5,130.2,11.14
Castilla y León,FP,2020,14.5,127.7,11.35
Castilla y León,FP,2021,17.8,140.2,12.7
Castilla y León,FP,2022,15.9,136.4,11.66
Castilla y León,FP,2023,11.9,141.7,8.4
Castilla y León,FP,2024,12.5,143.8,8.69
Castilla y León,Superior,2014,62.8,429.5,14.62
Castilla y León,Superior,2015,53.0,431.0,12.3
Castilla y León,Superior,2016,43.4,422.8,10.26
Castilla y León,Superior,2017,39.0,430.9,9.05
Castilla y León,Superior,2018,36.0,433.0,8.31
Castilla y León,Superior,2019,37.7,458.6,8.22
Castilla y León,Superior,2020,37.2,457.0,8.14
Castilla y León,Superior,2021,35.6,465.2,7.65
Castilla y León,Superior,2022,29.7,473.6,6.27
Castilla y León,Superior,2023,34.3,477.9,7.18
Castilla y León,Superior,2024,29.9,491.5,6.08
Castilla - La Mancha,Analfabetos,2014,2.1,4.2,50.0
Castilla - La Mancha,Analfabetos,2015,1.2,2.7,44.44
Castilla - La Mancha,Analfabetos,2016,2.5,3.9,64.1
Castilla - La Mancha,Analfabetos,2017,1.8,3.8,47.37
Castilla - La Mancha,Analfabetos,2018,1.3,3.6,36.11
Castilla - La Mancha,Analfabetos,2019,1.3,2.8,46.43
Castilla - La Mancha,Analfabetos,2020,0.8,1.4,57.14
Castilla - La Mancha,Analfabetos,2021,1.4,3.3,42.42
Castilla - La Mancha,Analfabetos,2022,1.3,4.7,27.66
Castilla - La Mancha,Analfabetos,2023,0.9,2.3,39.13
Castilla - La Mancha,Analfabetos,2024,0.6,2.4,25.0
Castilla - La Mancha,Básica,2014,12.1,23.8,50.84
Castilla - La Mancha,Básica,2014,12.1,81.2,14.9
Castilla - La Mancha,Básica,2015,6.8,18.1,37.57
Castilla - La Mancha,Básica,2015,6.8,73.5,9.25
Castilla - La Mancha,Básica,2016,8.0,18.0,44.44
Castilla - La Mancha,Básica,2016,8.0,77.9,10.27
Castilla - La Mancha,Básica,2017,6.4,15.1,42.38
Castilla - La Mancha,Básica,2017,6.4,74.7,8.57
Castilla - La Mancha,Básica,2018,4.7,14.5,32.41
Castilla - La Mancha,Básica,2018,4.7,71.0,6.62
Castilla - La Mancha,Básica,2019,2.1,9.6,21.88
Castilla - La Mancha,Básica,2019,2.1,75.4,2.79
Castilla - La Mancha,Básica,2020,2.3,8.8,26.14
Castilla - La Mancha,Básica,2020,2.3,68.8,3.34
Castilla - La Mancha,Básica,2021,1.6,8.7,18.39
Castilla - La Mancha,Básica,2021,1.6,63.3,2.53
Castilla - La Mancha,Básica,2022,3.1,9.1,34.07
Castilla - La Mancha,Básica,2022,3.1,66.8,4.64
Castilla - La Mancha,Básica,2023,2.6,10.0,26.0
Castilla - La Mancha,Básica,2023,2.6,68.7,3.78
Castilla - La Mancha,Básica,2024,3.8,10.3,36.89
Castilla - La Mancha,Básica,2024,3.8,58.5,6.5
Castilla - La Mancha,Básica,2014,37.8,23.8,158.82
Castilla - La Mancha,Básica,2014,37.8,81.2,46.55
Castilla - La Mancha,Básica,2015,30.5,18.1,168.51
Castilla - La Mancha,Básica,2015,30.5,73.5,41.5
Castilla - La Mancha,Básica,2016,30.2,18.0,167.78
Castilla - La Mancha,Básica,2016,30.2,77.9,38.77
Castilla - La Mancha,Básica,2017,24.7,15.1,163.58
Castilla - La Mancha,Básica,2017,24.7,74.7,33.07
Castilla - La Mancha,Básica,2018,21.9,14.5,151.03
Castilla - La Mancha,Básica,2018,21.9,71.0,30.85
Castilla - La Mancha,Básica,2019,20.8,9.6,216.67
Castilla - La Mancha,Básica,2019,20.8,75.4,27.59
Castilla - La Mancha,Básica,2020,19.9,8.8,226.14
Castilla - La Mancha,Básica,2020,19.9,68.8,28.92
Castilla - La Mancha,Básica,2021,16.4,8.7,188.51
Castilla - La Mancha,Básica,2021,16.4,63.3,25.91
Castilla - La Mancha,Básica,2022,18.9,9.1,207.69
Castilla - La Mancha,Básica,2022,18.9,66.8,28.29
Castilla - La Mancha,Básica,2023,17.7,10.0,177.0
Castilla - La Mancha,Básica,2023,17.7,68.7,25.76
Castilla - La Mancha,Básica,2024,15.7,10.3,152.43
Castilla - La Mancha,Básica,2024,15.7,58.5,26.84
Castilla - La Mancha,ESO,2014,119.7,359.6,33.29
Castilla - La Mancha,ESO,2015,117.7,366.3,32.13
Castilla - La Mancha,ESO,2016,101.8,366.9,27.75
Castilla - La Mancha,ESO,2017,90.4,373.0,24.24
Castilla - La Mancha,ESO,2018,77.7,368.0,21.11
Castilla - La Mancha,ESO,2019,65.8,348.9,18.86
Castilla - La Mancha,ESO,2020,70.7,341.0,20.73
Castilla - La Mancha,ESO,2021,62.4,352.3,17.71
Castilla - La Mancha,ESO,2022,63.1,349.6,18.05
Castilla - La Mancha,ESO,2023,54.9,348.1,15.77
Castilla - La Mancha,ESO,2024,54.5,357.0,15.27
Castilla - La Mancha,Otros,2014,34.7,137.9,25.16
Castilla - La Mancha,Otros,2015,29.3,132.3,22.15
Castilla - La Mancha,Otros,2016,25.9,126.2,20.52
Castilla - La Mancha,Otros,2017,23.6,125.5,18.8
Castilla - La Mancha,Otros,2018,23.2,125.9,18.43
Castilla - La Mancha,Otros,2019,19.8,123.4,16.05
Castilla - La Mancha,Otros,2020,22.3,122.5,18.2
Castilla - La Mancha,Otros,2021,22.6,134.8,16.77
Castilla - La Mancha,Otros,2022,19.8,133.6,14.82
Castilla - La Mancha,Otros,2023,18.5,127.6,14.5
Castilla - La Mancha,Otros,2024,23.1,129.7,17.81
Castilla - La Mancha,FP,2014,27.5,95.5,28.8
Castilla - La Mancha,FP,2015,26.6,101.4,26.23
Castilla - La Mancha,FP,2016,21.0,99.2,21.17
Castilla - La Mancha,FP,2017,20.6,101.1,20.38
Castilla - La Mancha,FP,2018,16.3,98.1,16.62
Castilla - La Mancha,FP,2019,17.3,103.2,16.76
Castilla - La Mancha,FP,2020,17.4,99.9,17.42
Castilla - La Mancha,FP,2021,19.2,108.3,17.73
Castilla - La Mancha,FP,2022,13.1,111.3,11.77
Castilla - La Mancha,FP,2023,14.7,111.0,13.24
Castilla - La Mancha,FP,2024,14.3,110.1,12.99
Castilla - La Mancha,Superior,2014,56.8,300.9,18.88
Castilla - La Mancha,Superior,2015,48.6,295.3,16.46
Castilla - La Mancha,Superior,2016,42.2,291.5,14.48
Castilla - La Mancha,Superior,2017,37.6,294.1,12.78
Castilla - La Mancha,Superior,2018,33.4,302.5,11.04
Castilla - La Mancha,Superior,2019,32.5,321.3,10.12
Castilla - La Mancha,Superior,2020,38.1,327.5,11.63
Castilla - La Mancha,Superior,2021,34.0,334.7,10.16
Castilla - La Mancha,Superior,2022,30.2,345.9,8.73
Castilla - La Mancha,Superior,2023,26.9,363.5,7.4
Castilla - La Mancha,Superior,2024,26.4,369.6,7.14
Cataluña,Analfabetos,2014,7.1,14.9,47.65
Cataluña,Analfabetos,2015,4.7,10.2,46.08
Cataluña,Analfabetos,2016,4.1,10.5,39.05
Cataluña,Analfabetos,2017,5.0,11.1,45.05
Cataluña,Analfabetos,2018,3.4,9.0,37.78
Cataluña,Analfabetos,2019,2.8,12.1,23.14
Cataluña,Analfabetos,2020,3.8,11.0,34.55
Cataluña,Analfabetos,2021,3.9,12.9,30.23
Cataluña,Analfabetos,2022,5.1,20.2,25.25
Cataluña,Analfabetos,2023,4.1,16.5,24.85
Cataluña,Analfabetos,2024,3.6,11.7,30.77
Cataluña,Básica,2014,17.9,53.7,33.33
Cataluña,Básica,2014,17.9,321.0,5.58
Cataluña,Básica,2015,21.3,52.8,40.34
Cataluña,Básica,2015,21.3,276.5,7.7
Cataluña,Básica,2016,12.4,40.3,30.77
Cataluña,Básica,2016,12.4,265.4,4.67
Cataluña,Básica,2017,10.9,35.5,30.7
Cataluña,Básica,2017,10.9,252.8,4.31
Cataluña,Básica,2018,10.2,38.8,26.29
Cataluña,Básica,2018,10.2,209.3,4.87
Cataluña,Básica,2019,10.8,40.8,26.47
Cataluña,Básica,2019,10.8,184.5,5.85
Cataluña,Básica,2020,6.7,24.1,27.8
Cataluña,Básica,2020,6.7,168.4,3.98
Cataluña,Básica,2021,10.2,34.0,30.0
Cataluña,Básica,2021,10.2,169.6,6.01
Cataluña,Básica,2022,6.4,33.9,18.88
Cataluña,Básica,2022,6.4,176.5,3.63
Cataluña,Básica,2023,5.1,34.8,14.66
Cataluña,Básica,2023,5.1,178.3,2.86
Cataluña,Básica,2024,7.9,33.6,23.51
Cataluña,Básica,2024,7.9,144.4,5.47
Cataluña,Básica,2014,107.3,53.7,199.81
Cataluña,Básica,2014,107.3,321.0,33.43
Cataluña,Básica,2015,85.9,52.8,162.69
Cataluña,Básica,2015,85.9,276.5,31.07
Cataluña,Básica,2016,75.1,40.3,186.35
Cataluña,Básica,2016,75.1,265.4,28.3
Cataluña,Básica,2017,57.0,35.5,160.56
Cataluña,Básica,2017,57.0,252.8,22.55
Cataluña,Básica,2018,37.9,38.8,97.68
Cataluña,Básica,2018,37.9,209.3,18.11
Cataluña,Básica,2019,39.0,40.8,95.59
Cataluña,Básica,2019,39.0,184.5,21.14
Cataluña,Básica,2020,37.2,24.1,154.36
Cataluña,Básica,2020,37.2,168.4,22.09
Cataluña,Básica,2021,25.5,34.0,75.0
Cataluña,Básica,2021,25.5,169.6,15.04
Cataluña,Básica,2022,32.0,33.9,94.4
Cataluña,Básica,2022,32.0,176.5,18.13
Cataluña,Básica,2023,27.4,34.8,78.74
Cataluña,Básica,2023,27.4,178.3,15.37
Cataluña,Básica,2024,28.3,33.6,84.23
Cataluña,Básica,2024,28.3,144.4,19.6
Cataluña,ESO,2014,295.1,,
Cataluña,ESO,2015,266.8,,
Cataluña,ESO,2016,221.4,,
Cataluña,ESO,2017,195.1,,
Cataluña,ESO,2018,163.3,,
Cataluña,ESO,2019,164.3,,
Cataluña,ESO,2020,178.1,,
Cataluña,ESO,2021,173.1,,
Cataluña,ESO,2022,154.2,990.3,15.57
Cataluña,ESO,2023,139.2,993.5,14.01
Cataluña,ESO,2024,135.0,994.1,13.58
Cataluña,Otros,2014,97.1,505.1,19.22
Cataluña,Otros,2015,91.6,507.8,18.04
Cataluña,Otros,2016,80.3,535.6,14.99
Cataluña,Otros,2017,73.2,516.2,14.18
Cataluña,Otros,2018,68.8,502.2,13.7
Cataluña,Otros,2019,62.0,510.3,12.15
Cataluña,Otros,2020,76.4,491.1,15.56
Cataluña,Otros,2021,73.2,556.1,13.16
Cataluña,Otros,2022,66.3,555.4,11.94
Cataluña,Otros,2023,63.3,587.2,10.78
Cataluña,Otros,2024,57.5,625.6,9.19
Cataluña,FP,2014,76.1,335.5,22.68
Cataluña,FP,2015,75.0,354.5,21.16
Cataluña,FP,2016,66.2,350.5,18.89
Cataluña,FP,2017,49.3,351.4,14.03
Cataluña,FP,2018,46.4,369.4,12.56
Cataluña,FP,2019,42.8,363.0,11.79
Cataluña,FP,2020,49.1,388.9,12.63
Cataluña,FP,2021,57.7,397.0,14.53
Cataluña,FP,2022,40.2,389.9,10.31
Cataluña,FP,2023,41.4,387.8,10.68
Cataluña,FP,2024,40.2,379.7,10.59
Cataluña,Superior,2014,172.7,,
Cataluña,Superior,2015,157.7,,
Cataluña,Superior,2016,134.1,,
Cataluña,Superior,2017,116.7,,
Cataluña,Superior,2018,106.5,,
Cataluña,Superior,2019,104.8,,
Cataluña,Superior,2020,131.0,,
Cataluña,Superior,2021,118.5,,
Cataluña,Superior,2022,93.7,,
Cataluña,Superior,2023,103.9,,
Cataluña,Superior,2024,101.3,,
Comunitat Valenciana,Analfabetos,2014,3.6,8.1,44.44
Comunitat Valenciana,Analfabetos,2015,1.5,5.3,28.3
Comunitat Valenciana,Analfabetos,2016,2.4,6.1,39.34
Comunitat Valenciana,Analfabetos,2017,3.1,6.5,47.69
Comunitat Valenciana,Analfabetos,2018,2.4,5.0,48.0
Comunitat Valenciana,Analfabetos,2019,1.9,5.5,34.55
Comunitat Valenciana,Analfabetos,2020,2.8,8.6,32.56
Comunitat Valenciana,Analfabetos,2021,4.0,7.6,52.63
Comunitat Valenciana,Analfabetos,2022,5.7,11.0,51.82
Comunitat Valenciana,Analfabetos,2023,3.6,5.1,70.59
Comunitat Valenciana,Analfabetos,2024,2.7,4.2,64.29
Comunitat Valenciana,Básica,2014,10.0,22.4,44.64
Comunitat Valenciana,Básica,2014,10.0,168.0,5.95
Comunitat Valenciana,Básica,2015,8.2,21.8,37.61
Comunitat Valenciana,Básica,2015,8.2,132.4,6.19
Comunitat Valenciana,Básica,2016,7.2,21.6,33.33
Comunitat Valenciana,Básica,2016,7.2,103.0,6.99
Comunitat Valenciana,Básica,2017,8.4,22.7,37.0
Comunitat Valenciana,Básica,2017,8.4,99.9,8.41
Comunitat Valenciana,Básica,2018,8.5,21.5,39.53
Comunitat Valenciana,Básica,2018,8.5,92.7,9.17
Comunitat Valenciana,Básica,2019,6.5,19.9,32.66
Comunitat Valenciana,Básica,2019,6.5,86.0,7.56
Comunitat Valenciana,Básica,2020,5.3,19.4,27.32
Comunitat Valenciana,Básica,2020,5.3,74.6,7.1
Comunitat Valenciana,Básica,2021,4.5,17.6,25.57
Comunitat Valenciana,Básica,2021,4.5,90.8,4.96
Comunitat Valenciana,Básica,2022,7.8,33.0,23.64
Comunitat Valenciana,Básica,2022,7.8,77.7,10.04
Comunitat Valenciana,Básica,2023,7.3,34.1,21.41
Comunitat Valenciana,Básica,2023,7.3,78.1,9.35
Comunitat Valenciana,Básica,2024,7.6,28.6,26.57
Comunitat Valenciana,Básica,2024,7.6,74.8,10.16
Comunitat Valenciana,Básica,2014,66.4,22.4,296.43
Comunitat Valenciana,Básica,2014,66.4,168.0,39.52
Comunitat Valenciana,Básica,2015,53.6,21.8,245.87
Comunitat Valenciana,Básica,2015,53.6,132.4,40.48
Comunitat Valenciana,Básica,2016,36.2,21.6,167.59
Comunitat Valenciana,Básica,2016,36.2,103.0,35.15
Comunitat Valenciana,Básica,2017,28.9,22.7,127.31
Comunitat Valenciana,Básica,2017,28.9,99.9,28.93
Comunitat Valenciana,Básica,2018,26.5,21.5,123.26
Comunitat Valenciana,Básica,2018,26.5,92.7,28.59
Comunitat Valenciana,Básica,2019,19.6,19.9,98.49
Comunitat Valenciana,Básica,2019,19.6,86.0,22.79
Comunitat Valenciana,Básica,2020,21.2,19.4,109.28
Comunitat Valenciana,Básica,2020,21.2,74.6,28.42
Comunitat Valenciana,Básica,2021,28.2,17.6,160.23
Comunitat Valenciana,Básica,2021,28.2,90.8,31.06
Comunitat Valenciana,Básica,2022,22.4,33.0,67.88
Comunitat Valenciana,Básica,2022,22.4,77.7,28.83
